"Element"	"ionState"	"Ei"	"gi"
"Er"	"I"	2.8968726	15
"Er"	"I"	2.9070673	11
"Er"	"I"	2.9102317	23
"Er"	"I"	2.9139043	17
"Er"	"I"	2.9283937	19
"Er"	"I"	2.9296147	15
"Er"	"I"	2.937934	21
"Er"	"I"	2.9410205	25
"Er"	"I"	2.9547119	13
"Er"	"I"	2.9577241	11
"Er"	"I"	2.9611928	9
"Er"	"I"	2.9614129	11
"Er"	"I"	2.9765054	9
"Er"	"I"	2.9840961	7
"Er"	"I"	2.985932	11
"Er"	"I"	2.9867316	5
"Er"	"I"	2.9886935	17
"Er"	"I"	3.0038899	19
"Er"	"I"	3.006139	13
"Er"	"I"	3.0188801	9
"Er"	"I"	3.0322988	13
"Er"	"I"	3.0639885	7
"Er"	"I"	3.0650373	17
"Er"	"I"	3.0691561	23
"Er"	"I"	3.0851645	17
"Er"	"I"	3.0925716	15
"Er"	"I"	3.0984995	11
"Er"	"I"	3.0996953	9
"Er"	"I"	3.1176931	9
"Er"	"I"	3.1193362	15
"Er"	"I"	3.119759	11
"Er"	"I"	3.1204033	11
"Er"	"I"	3.1269055	19
"Er"	"I"	3.1328648	13
"Er"	"I"	3.1391	21
"Er"	"I"	3.1447367	11
"Er"	"I"	3.1483034	13
"Er"	"I"	3.157074	7
"Er"	"I"	3.1590235	13
"Er"	"I"	3.173783	15
"Er"	"I"	3.1763932	21
"Er"	"I"	3.1841539	11
"Er"	"I"	3.1870146	15
"Er"	"I"	3.1930807	9
"Er"	"I"	3.2063841	15
"Er"	"I"	3.2066595	19
"Er"	"I"	3.2077112	19
"Er"	"I"	3.208745	13
"Er"	"I"	3.2105636	13
"Er"	"I"	3.2164696	17
"Er"	"I"	3.2284118	11
"Er"	"I"	3.2494996	13
"Er"	"I"	3.2572186	15
"Er"	"I"	3.2257228	9
"Er"	"I"	3.2351543	17
"Er"	"I"	3.235938	19
"Er"	"I"	3.2405473	15
"Er"	"I"	3.2427405	7
"Er"	"I"	3.2439829	9
"Er"	"I"	3.2482418	11
"Er"	"I"	3.2529739	13
"Er"	"I"	3.2568263	17
"Er"	"I"	3.2829731	17
"Er"	"I"	3.2922765	11
"Er"	"I"	3.2960985	7
"Er"	"I"	3.3054189	11
"Er"	"I"	3.313014	13
"Er"	"I"	3.3468231	9
"Er"	"I"	3.4055764	11
"Er"	"I"	3.3211138	23
"Er"	"I"	3.3265913	11
"Er"	"I"	3.3365251	13
"Er"	"I"	3.329921	7
"Er"	"I"	3.346706	13
"Er"	"I"	3.3503747	11
"Er"	"I"	3.369754	17
"Er"	"I"	3.3721315	19
"Er"	"I"	3.3761698	15
"Er"	"I"	3.3856064	15
"Er"	"I"	3.3892619	13
"Er"	"I"	3.3947257	21
"Er"	"I"	3.3961609	9
"Er"	"I"	3.4045363	15
"Er"	"I"	3.4193286	17
"Er"	"I"	3.4197343	13
"Er"	"I"	3.4251306	15
"Er"	"I"	3.4256731	9
"Er"	"I"	3.431238	19
"Er"	"I"	3.4402151	11
"Er"	"I"	3.4439481	9
"Er"	"I"	3.4478877	7
"Er"	"I"	3.4491578	13
"Er"	"I"	3.5433452	17
"Er"	"I"	3.4495957	15
"Er"	"I"	3.4516322	7
"Er"	"I"	3.4537579	11
"Er"	"I"	3.456607	13
"Er"	"I"	3.4631313	13
"Er"	"I"	3.4687219	21
"Er"	"I"	3.4737377	15
"Er"	"I"	3.4747867	11
"Er"	"I"	3.4769225	19
"Er"	"I"	3.4782456	13
"Er"	"I"	3.4818227	9
"Er"	"I"	3.4851508	7
"Er"	"I"	3.4876511	11
"Er"	"I"	3.4996841	7
"Er"	"I"	3.5072739	15
"Er"	"I"	3.5075621	7
"Er"	"I"	3.5158675	9
"Er"	"I"	3.5207965	17
"Er"	"I"	3.5218245	9
"Er"	"I"	3.5219519	19
"Er"	"I"	3.5355752	11
"Er"	"I"	3.5457211	21
"Er"	"I"	3.5509418	9
"Er"	"I"	3.5583278	17
"Er"	"I"	3.565044	9
"Er"	"I"	3.5931538	11
"Er"	"I"	3.5693934	5
"Er"	"I"	3.5757011	19
"Er"	"I"	3.5775567	13
"Er"	"I"	3.5801982	17
"Er"	"I"	3.5854295	15
"Er"	"I"	3.5951093	7
"Er"	"I"	3.5972553	23
"Er"	"I"	3.6041564	11
"Er"	"I"	3.6289653	9
"Er"	"I"	3.6479584	7
"Er"	"I"	3.6054105	5
"Er"	"I"	3.6127432	13
"Er"	"I"	3.614486	13
"Er"	"I"	3.6205631	19
"Er"	"I"	3.6292911	11
"Er"	"I"	3.6302888	25
"Er"	"I"	3.6417526	11
"Er"	"I"	3.6507625	13
"Er"	"I"	3.730874	15
"Er"	"I"	3.6478697	13
"Er"	"I"	3.6515695	17
"Er"	"I"	3.6526816	7
"Er"	"I"	3.6537918	3
"Er"	"I"	3.6592736	9
"Er"	"I"	3.6638331	11
"Er"	"I"	3.6651496	13
"Er"	"I"	3.6692801	9
"Er"	"I"	3.6694556	5
"Er"	"I"	3.6700415	7
"Er"	"I"	3.6759836	21
"Er"	"I"	3.6800569	15
"Er"	"I"	3.6802199	9
"Er"	"I"	3.6984164	11
"Er"	"I"	3.7182665	13
"Er"	"I"	3.6898383	17
"Er"	"I"	3.6940921	11
"Er"	"I"	3.6948811	13
"Er"	"I"	3.6952891	9
"Er"	"I"	3.6953652	17
"Er"	"I"	3.698531	7
"Er"	"I"	3.7064088	11
"Er"	"I"	3.7080923	11
"Er"	"I"	3.7109438	17
"Er"	"I"	3.712025	3
"Er"	"I"	3.7155425	15
"Er"	"I"	3.7162535	9
"Er"	"I"	3.7204396	13
"Er"	"I"	3.7207983	9
"Er"	"I"	3.7304614	13
"Er"	"I"	3.7326058	9
"Er"	"I"	3.7330177	21
"Er"	"I"	3.735216	11
"Er"	"I"	3.7381179	11
"Er"	"I"	3.7409204	7
"Er"	"I"	3.7417038	13
"Er"	"I"	3.7452581	19
"Er"	"I"	3.7478509	7
"Er"	"I"	3.7507565	11
"Er"	"I"	3.7525179	9
"Er"	"I"	3.7551521	13
"Er"	"I"	3.7663761	19
"Er"	"I"	3.7666749	11
"Er"	"I"	3.7775983	13
"Er"	"I"	3.779318	15
"Er"	"I"	3.7939363	11
"Er"	"I"	3.7954302	7
"Er"	"I"	3.7961845	5
"Er"	"I"	3.7992227	9
"Er"	"I"	3.8054818	15
"Er"	"I"	3.8096297	17
"Er"	"I"	3.8144631	13
"Er"	"I"	3.823114	9
"Er"	"I"	3.832785	7
"Er"	"I"	3.8388159	9
"Er"	"I"	3.8565397	11
"Er"	"I"	3.8566093	15
"Er"	"I"	3.8586867	11
"Er"	"I"	3.8628212	9
"Er"	"I"	3.8640652	19
"Er"	"I"	3.864074	7
"Er"	"I"	3.8651166	7
"Er"	"I"	3.8675922	11
"Er"	"I"	3.8689546	13
"Er"	"I"	3.8763501	9
"Er"	"I"	3.8770771	21
"Er"	"I"	3.8790145	9
"Er"	"I"	3.8854738	13
"Er"	"I"	3.8872773	9
"Er"	"I"	3.8887295	11
"Er"	"I"	3.8887578	7
"Er"	"I"	3.8949	11
"Er"	"I"	3.8984261	11
"Er"	"I"	3.9024355	13
"Er"	"I"	3.9084477	13
"Er"	"I"	3.9129196	17
"Er"	"I"	3.9136765	15
"Er"	"I"	3.9318661	9
"Er"	"I"	3.9327371	15
"Er"	"I"	3.9608509	13
"Er"	"I"	3.9945958	11
"Er"	"I"	3.9456419	13
"Er"	"I"	3.9459894	17
"Er"	"I"	3.9492279	11
"Er"	"I"	4.0724455	15
"Er"	"I"	3.9517713	11
"Er"	"I"	3.952466	13
"Er"	"I"	3.9559253	19
"Er"	"I"	3.9583199	13
"Er"	"I"	3.9661228	7
"Er"	"I"	3.9676735	15
"Er"	"I"	3.9704406	11
"Er"	"I"	3.9719782	13
"Er"	"I"	3.975202	11
"Er"	"I"	3.9763934	3
"Er"	"I"	3.9816577	7
"Er"	"I"	3.9938354	13
"Er"	"I"	3.9940669	9
"Er"	"I"	3.9969395	5
"Er"	"I"	3.9979195	15
"Er"	"I"	4.0048881	19
"Er"	"I"	4.0131491	13
"Er"	"I"	4.0189443	13
"Er"	"I"	4.0326686	17
"Er"	"I"	4.0406997	11
"Er"	"I"	4.0537092	7
"Er"	"I"	4.0545761	9
"Er"	"I"	4.0666195	15
"Er"	"I"	4.0692169	13
"Er"	"I"	4.0702769	9
"Er"	"I"	4.0738549	11
"Er"	"I"	4.0772039	17
"Er"	"I"	4.0868417	11
"Er"	"I"	4.0911796	11
"Er"	"I"	4.0957751	11
"Er"	"I"	4.1088125	13
"Er"	"I"	4.1260752	9
"Er"	"I"	4.1481964	3
"Er"	"I"	4.1516377	11
"Er"	"I"	4.155918	13
"Er"	"I"	4.1581421	5
"Er"	"I"	4.1675146	11
"Er"	"I"	4.1682659	21
"Er"	"I"	4.1845467	13
"Er"	"I"	4.1963079	7
"Er"	"I"	4.1973452	13
"Er"	"I"	4.1982863	9
"Er"	"I"	4.2083079	21
"Er"	"I"	4.2223146	13
"Er"	"I"	4.2345266	15
"Er"	"I"	4.2432413	19
"Er"	"I"	4.2512244	17
"Er"	"I"	4.2542822	13
"Er"	"I"	4.2642918	11
"Er"	"I"	4.2709777	11
"Er"	"I"	4.2722474	13
"Er"	"I"	4.2852171	7
"Er"	"I"	4.2883409	19
"Er"	"I"	4.2894064	15
"Er"	"I"	4.2967313	3
"Er"	"I"	4.3003087	11
"Er"	"I"	4.3042569	7
"Er"	"I"	4.3053385	19
"Er"	"I"	4.3063733	15
"Er"	"I"	4.3092667	17
"Er"	"I"	4.338236	17
"Er"	"I"	4.3412748	15
"Er"	"I"	4.3424913	9
"Er"	"I"	4.3572774	9
"Er"	"I"	4.3624347	11
"Er"	"I"	4.3631848	15
"Er"	"I"	4.366551	13
"Er"	"I"	4.370699	11
"Er"	"I"	4.3723252	7
"Er"	"I"	4.3766933	17
"Er"	"I"	4.3778427	9
"Er"	"I"	4.380197	11
"Er"	"I"	4.3830947	17
"Er"	"I"	4.3853671	13
"Er"	"I"	4.3862588	7
"Er"	"I"	4.3883701	15
"Er"	"I"	4.3893795	19
"Er"	"I"	4.3925872	9
"Er"	"I"	4.3957288	11
"Er"	"I"	4.4006085	17
"Er"	"I"	4.4085276	13
"Er"	"I"	4.4120315	7
"Er"	"I"	4.4129119	11
"Er"	"I"	4.4140082	9
"Er"	"I"	4.4153997	17
"Er"	"I"	4.4163174	5
"Er"	"I"	4.4178699	13
"Er"	"I"	4.4178801	17
"Er"	"I"	4.422154	13
"Er"	"I"	4.4238794	11
"Er"	"I"	4.4275342	13
"Er"	"I"	4.4283558	15
"Er"	"I"	4.4302801	15
"Er"	"I"	4.4366142	9
"Er"	"I"	4.43795	17
"Er"	"I"	4.4409074	7
"Er"	"I"	4.4428235	15
"Er"	"I"	4.4458378	15
"Er"	"I"	4.4498116	11
"Er"	"I"	4.4509644	9
"Er"	"I"	4.4533207	13
"Er"	"I"	4.4575775	11
"Er"	"I"	4.4579678	9
"Er"	"I"	4.4580027	11
"Er"	"I"	4.4588891	13
"Er"	"I"	4.4667619	13
"Er"	"I"	4.46981	13
"Er"	"I"	4.4786854	15
"Er"	"I"	4.4796557	17
"Er"	"I"	4.4803167	19
"Er"	"I"	4.484101	17
"Er"	"I"	4.4981503	9
